title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
El gel antibacterial sí ayuda a combatir el coronavirus Covid-19 (pero el jabón es mejor),https://colombiacheck.com/chequeos/el-gel-antibacterial-si-ayuda-combatir-el-coronavirus-covid-19-pero-el-jabon-es-mejor?page=1,2020-03-12,"[""https://www.facebook.com/photo.php?fbid=10157128504861048&set=a.74713746047""]",CO,CO,[],"[""co""]",es
Foto de personas tiradas en el suelo no es por coronavirus,https://www.colombiacheck.com/index.php/chequeos/foto-de-personas-tiradas-en-el-suelo-no-es-por-coronavirus,2020-02-28,"[""Foto de personas en China cayendo por el Coronavirus""]",CO,CO,[],"[""co""]",es
WhatsApp message falsely links BC mall to COVID-19 outbreak,https://factcheck.afp.com/whatsapp-message-falsely-links-bc-mall-covid-19-outbreak,2020-03-20,"[""15 cases of coronavirus have been linked to Metrotown mall in BC""]",FR,US,"[""CA"",""IN"",""AU""]","[""ae"",""hk"",""fr"",""ca""]",en
"मलेशियाई सुपरमार्केट में महिला की मौत हार्ट फेल से हुई, कोरोनावायरस से नहीं",https://hindi.boomlive.in/fake-news/young-woman-who-collapsed-in-malaysian-supermarket-died-of-heart-failure-not-coronavirus-6724,2020-02-01,"[""वीडियो में लड़की कोरोना वायरस के संक्रमण के कारण गिरती है और उसकी मौत हो जाती है""]",IN,IN,[],"[""in""]",hi
#Verificamos: É falso que vinagre é mais eficiente que álcool gel na proteção contra o novo coronavírus | Agência Lupa,https://piaui.folha.uol.com.br/lupa/2020/03/03/verificamos-vinagre-coronavirus/,2020-03-04,"[""Melhor desinfetante é o VINAGRE!!! Não usem álcool gel para se protegerem do coronavírus ... É um grande negócio !! Partilhem o mais possível ... o mundo precisa saber disto""]",BR,BR,[],"[""br""]",pt
Viral Posts Claiming Vaccines For Coronavirus Have Been Developed Are False,https://www.boomlive.in/health/viral-posts-claiming-vaccines-for-coronavirus-have-been-developed-are-false-7201,2020-03-13,"[""Israel and San Diego Have Already Developed Vaccines for COVID-19""]",IN,IN,[],"[""in"",""us""]",en
मुस्लिमों ने COVID-19 टेस्ट से किया इनकार? झूठी है OpIndia की खबर,https://hindi.thequint.com/news/webqoof/opindia-falsely-claimed-that-muslims-refused-to-get-tested-for-coronavirus-in-karnataka,2020-03-18,"[""कर्नाटक में मुस्लिम लोगों ने कोरोनावायरस का टेस्ट कराने से इनकार किया""]",IN,IN,[],"[""in""]",hi
"Gravação mostra simulação realizada em escola na África do Sul, sem relação com o novo coronavírus",https://checamos.afp.com/gravacao-mostra-simulacao-realizada-em-escola-na-africa-do-sul-sem-relacao-com-o-novo-coronavirus,2020-02-11,"[""Este vídeo mostra pessoas morrendo devido ao novo coronavírus""]",FR,BR,"[""PT""]","[""br"",""cn"",""kh"",""za""]",pt
"This video shows a fire at a residential building in Chongqing, a different Chinese city",https://factcheck.afp.com/video-shows-fire-residential-building-chongqing-different-chinese-city,2020-02-12,"[""A fire broke out in Wuhan after people disinfected their home with alcholol amid coronavirus scare""]",FR,US,"[""CA"",""IN"",""AU""]","[""sg"",""gb"",""ca"",""cn"",""in"",""za"",""us"",""ng"",""ke""]",en
Cette capture d'écran annonçant un cas de coronavirus dans un lycée à Douai est un photomontage,https://factuel.afp.com/cette-capture-decran-annoncant-un-cas-de-coronavirus-dans-un-lycee-douai-est-un-photomontage,2020-03-12,"[""Cette capture d'écran annonce un cas de coronavirus dans un lycée à Douai""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr""]",fr
Fake news: Cocaína não mata o coronavírus,https://www.bol.uol.com.br/noticias/2020/02/08/cocaina-nao-mata-o-coronavirus.htm,2020-02-08,"[""Cocaína cura coronavírus""]",BR,BR,[],"[""br""]",pt
Verdades e mentiras sobre as formas de transmissão do novo coronavírus,https://checamos.afp.com/verdades-e-mentiras-sobre-formas-de-transmissao-do-novo-coronavirus,2020-03-04,"[""Estas são algumas das formas de contágio do novo coronavírus""]",FR,BR,"[""PT""]","[""cn"",""fr"",""jp"",""sa"",""us"",""br""]",pt
[Fakta atau Hoaks] Benarkah Pangeran Uni Emirat Arab Positif Terinfeksi Virus Corona pada Awal Maret 2020?,https://cekfakta.tempo.co/fakta/658/fakta-atau-hoaks-benarkah-pangeran-uni-emirat-arab-positif-terinfeksi-virus-corona-pada-awal-maret-2020,2020-03-09,"[""Pangeran Uni Emirat Arab, Mohamed bin Zayed, positif terinfeksi virus Corona Covid-19 pada awal Maret 2020""]",ID,ID,[],"[""kr"",""tr"",""ae"",""it"",""id"",""jo"",""il"",""my"",""ye"",""ph""]",id
Health experts refute new misleading claims about coronavirus prevention in Sri Lanka,https://factcheck.afp.com/health-experts-refute-new-misleading-claims-about-coronavirus-prevention-sri-lanka,2020-03-03,"[""Guidelines to protect from COVID-19 infection""]",FR,US,"[""CA"",""IN"",""AU""]","[""lk"",""hk"",""us""]",en
"Non, boire du citron dans de l’eau tiède ne protège pas du coronavirus",https://factuel.afp.com/non-boire-du-citron-dans-de-leau-tiede-ne-protege-pas-du-coronavirus-0,2020-03-11,"[""Coronavirus : vaccins. Boire du citron dans de l'eau tiède tous les jours.""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""cn"",""ir"",""fr""]",fr
"The press release on movement restriction for COVID-19 outbreak was issued by PMO-Malaysia, not PMO-India",https://factly.in/the-press-release-on-movement-restriction-for-covid-19-outbreak-was-issued-by-pmo-malaysia-not-pmo-india/,2020-03-19,"[""Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India)""]",IN,IN,[],"[""in""]",en
[Fakta atau Hoaks] Benarkah Munculnya Virus Corona Terkait dengan Perlakuan Cina pada Muslim Uighur?,https://cekfakta.tempo.co/fakta/577/fakta-atau-hoaks-benarkah-munculnya-virus-corona-terkait-dengan-perlakuan-cina-pada-muslim-uighur,2020-01-27,"[""Kemunculan virus Corona 2019 berkaitan dengan perlakuan Cina terhadap muslim Uighur""]",ID,ID,[],"[""cn"",""id"",""sg"",""sa"",""kr"",""tw"",""us""]",id
"Non, les Simpson n'avaient pas prédit l'arrivée du coronavirus en 1993",https://factuel.afp.com/ces-images-tirees-dun-episode-de-1993-des-simpson-ont-ete-retouchees,2020-03-05,"[""Les Simpson ont prédit l'arrivée du nouveau coronavirus""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""us"",""jp"",""fr""]",fr
Does Jared Kushner's Brother Own a Company Involved in COVID-19 Testing?,https://www.snopes.com/fact-check/kushner-oscar-covid/,2020-03-16,"[""Jared Kushner’s brother, Joshua Kushner, owns a company involved in COVID-19 testing.""]",US,US,[],"[""us""]",en
Kobe Bryant y coronavirus: What The Fake?,https://www.newtral.es/kobe-bryant-y-coronavirus-what-the-fake/20200201/,2020-02-01,"[""Vídeo que muestra la caída del helicóptero en el que volaban Kobe Bryant y su hija"",""Coronavirus: El vídeo del mercado de Wuhan"",""El vídeo viral que muestra un accidente de helicóptero al aterrizar relacionado con Kobe Bryant""]",ES,ES,[],"[""cn"",""es""]",es
"Peta ini memperlihatkan prediksi berdasarkan data yang diperoleh di masa lalu, bukan pembacaan satelit waktu nyata",https://periksafakta.afp.com/peta-ini-memperlihatkan-prediksi-berdasarkan-data-yang-diperoleh-di-masa-lalu-bukan-pembacaan,2020-02-26,"[""Peta lonjakan sulfur dioksida di Wuhan setelah wabah virus corona""]",FR,ID,"[""MY"",""AU"",""TH"",""HK""]","[""id""]",id
Prank Posts Mislead on Direct Government Payments for Coronavirus,https://www.factcheck.org/2020/03/prank-posts-mislead-on-direct-government-payments-for-coronavirus/,2020-03-19,"[""U.S. government is sending out weekly checks to citizens to blunt economic impact of coronavirus, and claim forms are available now.""]",US,US,[],"[""us""]",en
"No, tanque de Postobón no se infectó con coronavirus",https://www.colombiacheck.com/chequeos/no-tanque-de-postobon-no-se-infecto-con-coronavirus?page=22,2020-03-08,"[""Un tanque de Postobón se infectó con coronavirus""]",CO,CO,[],"[""co""]",es
No evidence of Coronavirus in chicken is found. It's a fake message.,https://factly.in/no-evidence-of-coronavirus-in-chicken-is-found-its-a-fake-message/,2020-02-11,"[""Chicken infected with Coronavirus was found in Bangalore.""]",IN,IN,[],"[""in""]",en
Papa'ya koronavirüs teşhisi konmadı,https://teyit.org/papaya-koronavirus-teshisi-konmadi/,2020-03-03,"[""İDDİA: Papa'ya yeni koronavirüs (Covid-19) teşhisi kondu.""]",TR,TR,[],"[""tr""]",tr
Did the CDC Stop Disclosing How Many People Were Tested for...,https://www.truthorfiction.com/did-the-cdc-stop-disclosing-how-many-people-were-tested-for-coronavirus-in-the-united-states/,2019-12-18,"[""The Centers for Disease Control and Prevention's page tracking the number of COVID-19 cases in the United States stopped disclosing the number of people tested between March 1 and 2 2020.""]",US,US,[],"[""us""]",en
"Trump's announcement is about FDA's approval of a Coronavirus 'test' developed by Roche, not a vaccine",https://factly.in/trumps-announcement-is-about-fdas-approval-of-a-coronavirus-test-developed-by-roche-not-a-vaccine/,2020-03-17,"[""Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19 next Sunday""]",IN,IN,[],"[""in""]",en
A Sudanese minister did not wear a mask to meet a Chinese diplomat,https://factcheck.afp.com/sudanese-minister-did-not-wear-mask-meet-chinese-diplomat,2020-02-19,"[""A Sudanese minister wore a mask to protect himself from the novel coronavirus during a meeting with a Chinese diplomat""]",FR,US,"[""CA"",""IN"",""AU""]","[""us""]",en
"¿La cocaína combate el coronavirus? No, se trata de una noticia falsa",https://www.animalpolitico.com/elsabueso/la-cocaina-combate-el-coronavirus-no-se-trata-de-una-noticia-falsa/,2020-02-05,"[""La cocaína mata el coronavirus""]",MX,MX,[],"[""mx"",""us""]",es
[Fakta atau Hoaks] Benarkah Antivirus Corona Ini Ditemukan oleh Para Dokter Israel dan Cina?,https://cekfakta.tempo.co/fakta/617/fakta-atau-hoaks-benarkah-antivirus-corona-ini-ditemukan-oleh-para-dokter-israel-dan-cina,2020-02-12,"[""Antivirus Corona Wuhan yang bernama Remdesivir ditemukan oleh para dokter Israel dan Cina""]",ID,ID,[],"[""id"",""sa"",""us"",""ph"",""il"",""cn""]",id
Chinese Media Walks Back Reports Linking Doctor’s Death to Coronavirus,https://www.truthorfiction.com/chinese-media-walks-back-reports-linking-doctors-death-to-coronavirus/,2020-02-06,"[""62-year-old doctor Liang Wudong died while helping treat patients for coronavirus in the Chinese city of Wuhan.""]",US,US,[],"[""us"",""cn""]",en
"Beber muita água e fazer gargarejo com água morna, vinagre, ou sal, não elimina o coronavírus",https://checamos.afp.com/beber-muita-agua-e-fazer-gargarejo-com-agua-morna-vinagre-ou-sal-nao-elimina-o-coronavirus,2020-03-17,"[""O vírus corona, antes de atingir os pulmões, permanece na garganta por quatro dias e, nesse momento, a pessoa começa a tossir e a ter dores de garganta. Se ele bebe muita água e gargareja com água morna, sal ou vinagre, elimina o vírus.""]",FR,BR,"[""PT""]","[""fr"",""us"",""ca"",""br"",""cn"",""pt""]",pt
En Caldas hay un caso confirmado de Coronavirus,https://www.colombiacheck.com/chequeos/en-caldas-no-hay-casos-confirmados-de-coronavirus?page=3,2020-03-13,"[""Hay casos de Coronavirus en Manizales y Villamaría""]",CO,CO,[],"[""co""]",es
Es falso el mensaje de que comercios de Veracruz cerrarán por COVID-19,https://www.animalpolitico.com/elsabueso/falso-mensaje-alerta-cierre-comercios-veracruz/,2020-03-18,"[""En Veracruz cerraran tiendas de autoservicio por coronavirus""]",MX,MX,[],"[""mx""]",es
China no pidió que una corte aprobara matar a 20.000 pacientes de coronavirus,https://colombiacheck.com/index.php/chequeos/china-no-pidio-que-una-corte-aprobara-matar-20000-pacientes-de-coronavirus?page=1,2020-02-29,"[""China espera aprobación para matar a 20.000 pacientes de coronavirus""]",CO,CO,[],"[""co""]",es
آیا مسافران به شمال هجوم برده‌اند؟,https://factnameh.com/fact-checks/2020-03-07-iran-heavy-traffic.html,2020-03-08,"[""به رغم هشدار شیوع کرونا، سفرهای مردم باعث ترافیک سنگین در جاده‌های شمالی ایران شده است.""]",CA,IR,[],"[""ir""]",fa
Photo of a Florida 'intern' in hazmat suit due to coronavirus is from a parody Facebook account,https://www.politifact.com/factchecks/2020/mar/03/viral-image/photo-florida-intern-hazmat-suit-due-coronavirus-p/,2020-03-04,"[""A photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”""]",US,US,[],"[""us""]",en
#Verificamos: É falso que quem consegue prender a respiração por mais de 10 segundos não está infectado pelo novo coronavírus | Agência Lupa,https://piaui.folha.uol.com.br/lupa/2020/03/16/verificamos-prender-respiracao-10-segundos-novo-coronavirus/,2020-03-16,"[""CONSELHOS EXCELENTES SÉRIOS por médicos japoneses que tratam casos de COVID-19. Todos devem garantir que sua boca e garganta estejam úmidas, nunca SECA. Tome alguns goles de água a cada 15 minutos, pelo menos. PORQUE? Mesmo que o vírus entre em sua boca ... beber água ou outros líquidos os lavará pelo esôfago e pelo estômago. Uma vez lá na barriga ... seu ácido do estômago matará todo o vírus. Se você não beber água suficiente com mais regularidade ... o vírus pode entrar nas traquéias e nos PULMÕES. Isso é muito perigoso"",""O novo CORONA VÍRUS pode não mostrar sinais de infecção por muitos dias""]",BR,BR,[],"[""br""]",pt
Novel coronavirus: Australia refutes claims that a travel warning was issued for Queensland suburbs,https://factcheck.afp.com/china-coronavirus-australia-refutes-claims-travel-warning-was-issued-queensland-suburbs,2020-01-30,"[""The Queensland government issued a warning over the novel coronavirus against Wuhan, China, and Queensland suburbs with large Chinese population""]",FR,US,"[""CA"",""IN"",""AU""]","[""au"",""hk"",""cn"",""us""]",en
No evidence Americans were infected with COVID-19 in the fall,https://www.politifact.com/factchecks/2020/mar/16/facebook-posts/no-evidence-americans-were-infected-covid-19-fall/,2020-03-16,"[""COVID-19 came to the United States in 2019.""]",US,US,[],"[""us""]",en
FAKE ALERT: Notice declaring holidays in 4 Indian states due to coronavirus is fake,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-notice-declaring-holidays-in-4-indian-states-due-to-coronavirus-is-fake/articleshow/74624054.cms,2020-03-14,"[""Fake notification under the name of Ministry of Health""]",IN,IN,[],"[""in""]",en
"No, no se ha confirmado un caso de nuevo coronavirus en Andorra a 9 de febrero de 2020: no es un artículo real de 'La Vanguardia' - Maldita.es",https://maldita.es/malditobulo/2020/02/10/no-no-se-ha-confirmado-un-caso-de-nuevo-coronavirus-en-andorra-a-9-de-febrero-de-2020-no-es-un-articulo-real-de-la-vanguardia/,2020-02-10,"[""Se confirma el primer caso de Coronavirus en Andorra""]",ES,ES,[],"[""ad"",""es""]",es
Nostradamus no predijo el coronavirus (Covid-19),https://colombiacheck.com/chequeos/nostradamus-no-predijo-el-coronavirus-covid-19?page=10,2020-03-20,"[""Nostradamus predijo el coronavirus Covid-19""]",CO,CO,[],"[""co""]",es
"Coronavirus cannot be cured by drinking bleach or snorting cocaine, despite social media rumors",https://www.cbsnews.com/news/coronavirus-drinking-bleach-cocaine-false-rumors-social-media/,2020-03-10,"[""Cocaine and bleach can cure coronavirus""]",US,US,[],"[""us"",""ng"",""ru""]",en
[SALAH] Suspect Corona Yang Melarikan Diri Dari RS Persahabatan Merupakan Driver Ojek Online,https://cekfakta.com/focus/3694,2020-03-17,"[""[SALAH] Suspect Corona Yang Melarikan Diri Dari RS Persahabatan Merupakan Driver Ojek Online""]",ID,ID,[],"[""id""]",id
COVID-19 को मारने के लिए दवाई का छिड़काव कर रही सरकार?फेक है मैसेज,https://hindi.thequint.com/news/webqoof/coronavirus-outbreak-govt-spraying-medicine-in-the-air-to-kill-covid-19-viral-claim-fact-check,2020-03-18,"[""COVID-19 को मारने के लिए दवाई का छिड़काव कर रही सरकार?फेक है मैसेज""]",IN,IN,[],"[""in""]",hi
"No hay un caso de coronavirus en Calella, Barcelona | Newtral",https://www.newtral.es/no-hay-un-caso-de-coronavirus-en-calella-barcelona/20200213/,2020-02-14,"[""Un caso de coronavirus en Calella, Barcelona""]",ES,ES,[],"[""es""]",es
This is not a vaccine for the 2019 coronavirus,https://fullfact.org/online/coronavirus-cows/,2020-03-11,"[""A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.""]",GB,GB,[],"[""gb""]",en
"No, libro de 1981 no ‘predijo’ el coronavirus",https://colombiacheck.com/chequeos/no-libro-de-1981-no-predijo-el-coronavirus?page=22,2020-03-07,"[""Novela de 1981 predijo el coronavirus de 2020""]",CO,CO,[],"[""co""]",es
"Non, un ministre n'a pas annoncé des cas de coronavirus en RDC",https://factuel.afp.com/non-un-ministre-na-pas-annonce-des-cas-de-coronavirus-en-rdc,2020-02-12,"[""Un ministre a annoncé des cas de coronavirus en RDC""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""cd"",""fr""]",fr
No hay pruebas de que el gobierno chino esté buscando la aprobación de la Corte Suprema para matar pacientes de coronavirus,https://factual.afp.com/no-hay-pruebas-de-que-el-gobierno-chino-este-buscando-la-aprobacion-de-la-corte-suprema-para-matar,2020-02-12,"[""China busca la aprobación de la corte para matar a los más de 20,000 pacientes con coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""pe"",""ar"",""cl"",""uy"",""mx"",""us"",""ve"",""co"",""es"",""cn""]",es
False: Russia's Ministry Of Health States That Coronavirus Is Manmade,https://www.boomlive.in/world/false-russias-ministry-of-health-states-that-coronavirus-is-manmade-7093,2020-03-03,"[""Russian Ministry of Health confirmed in a document that the novel coronavirus, COVID-19, is man-made.""]",IN,IN,[],"[""in"",""cn"",""ru""]",en
False video says Pope Francis has coronavirus,https://www.politifact.com/factchecks/2020/mar/02/youtube-videos/false-video-says-pope-francis-has-coronavirus/,2020-03-03,"[""Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.""]",US,US,[],"[""us""]",en
Cette image est tirée d’une pub pour une clinique ophtalmologique algérienne,https://factcheck.afp.com/ar/node/8340,2020-03-05,"[""L'homme atteint du nouveau coronavirus au Maroc""]",FR,US,"[""CA"",""IN"",""AU""]","[""dz""]",ar
Misinformation on Coronavirus Death Toll,https://www.factcheck.org/2020/01/misinformation-on-coronavirus-death-toll/,2020-01-28,"[""“CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.”""]",US,US,[],"[""us""]",en
Ataşehir Fatih Sultan Mehmet Hastanesi'nde koronavirüs tespit edildiği iddiası,https://teyit.org/atasehir-fatih-sultan-mehmet-hastanesinde-koronavirus-tespit-edildigi-iddiasi/,2020-01-31,"[""İDDİA: Ataşehir Fatih Sultan Mehmet Hastanesi’nde koronavirüs tespit edildi.""]",TR,TR,[],"[""tr""]",tr
Experts in India refute misleading claim that China-made Holi festival goods are infected with coronavirus,https://factcheck.afp.com/experts-india-refute-misleading-claim-china-made-holi-festival-goods-are-infected-coronavirus,2020-02-27,"[""China-made Holi festival decorations infected with novel coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""gb"",""us"",""hk"",""sg"",""in""]",en
La strada e il lavoro uccidono molto di più del nuovo coronavirus,https://pagellapolitica.it/dichiarazioni/8519/la-strada-e-il-lavoro-uccidono-molto-di-piu-del-nuovo-coronavirus,2020-02-06,"[""La strada e il lavoro uccidono molto di più del nuovo coronavirus""]",IT,IT,[],"[""no"",""ph"",""ch"",""it"",""cn""]",it
फैक्ट चेक: भारत ने नहीं खोजा कोराना वायरस का इलाज,https://aajtak.intoday.in/story/fact-check-corona-virus-treatment-in-india-headline-1-1165292.html,2020-02-19,"[""भारत ने ढूंढ निकाला कोरोना वायरस का इलाज""]",IN,IN,[],"[""in""]",hi
Has Italy Stopped Treating COVID-19 in the Elderly?,https://www.truthorfiction.com/italy-coronavirus-elderly-nationalized-healthcare/,2020-03-16,"[""Italy will stop caring for elderly patients who are infected with novel coronavirus strain COVID-19.""]",US,US,[],"[""us""]",en
Are People With Type-A Blood More Susceptible to COVID-19?,https://www.snopes.com/fact-check/blood-type-covid-19/,2020-03-20,"[""People with Type-A blood are more susceptible to COVID-19.""]",US,US,[],"[""ca"",""cn"",""us""]",en
"Nein, Bill Gates hat kein Patent auf das neue Coronavirus oder den Ausbruch mit 65 Millionen Toten vorhergesagt",https://correctiv.org/faktencheck/medizin-und-gesundheit/2020/01/28/nein-bill-gates-hat-kein-patent-auf-das-neue-coronavirus-oder-den-ausbruch-mit-65-millionen-toten-vorhergesagt/,2020-01-29,"[""Es gibt Patente zum aktuellen Coronavirus, u.a. hat Bill Gates eines und er hat auch den Ausbruch vorhergesagt.""]",DE,DE,[],"[""de"",""us"",""cn""]",de
"Yes, Mnangagwa's rally violated the government's COVID-19 measures",https://zimfact.org/zimbabwe-mnangagwa-coronavirus-rally/,2020-03-19,"[""President Emmerson Mnangagwa claimed his rally, held on Wednesday, 18 March 2020 did not violate the government's ban on big gatherings, which he announced just a day earlier.""]",ZW,ZW,[],"[""zw""]",en
"Smoking Increases Risk Of Developing Severe Coronavirus, Warns WHO",https://www.boomlive.in/world/coronavirus/smoking-increases-risk-of-developing-severe-coronavirus-warns-who-7251,2020-03-17,"[""The World Health Organisation (WHO) says smoking prevents people from getting infected with the novel Coronavirus.""]",IN,IN,[],"[""in""]",en
Consumir mucha vitamina C no impide contagiarse del nuevo coronavirus,https://factual.afp.com/consumir-mucha-vitamina-c-no-impide-contagiarse-del-nuevo-coronavirus,2020-03-13,"[""Tomar vitamina C bebiendo limón en agua tibia para el coronavirus y cura el cáncer""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""ve"",""ad"",""ir"",""fr"",""cn"",""uy"",""ci""]",es
En Caldas no hay casos confirmados de Coronavirus,https://colombiacheck.com/chequeos/en-caldas-no-hay-casos-confirmados-de-coronavirus?page=1,2020-03-13,"[""Hay casos de Coronavirus en Manizales y Villamaría""]",CO,CO,[],"[""co""]",es
Donald Trump's wrong claim that 'anybody' can get tested for coronavirus,https://www.politifact.com/factchecks/2020/mar/11/donald-trump/donald-trumps-wrong-claim-anybody-can-get-tested-c/,2020-03-12,"[""“Anybody that wants a test (for the coronavirus) can get a test.”""]",US,US,[],"[""us""]",en
Old unrelated video of bats is being shared as a video from China in the context of coronavirus,https://factly.in/old-unrelated-video-of-bats-is-being-shared-as-a-video-from-china-in-the-context-of-coronavirus/,2020-02-08,"[""Bats found under the tiles of many roofs in China were the source of Coronavirus.""]",IN,IN,[],"[""in""]",te
A autoridade sanitária dos EUA não recomendou raspar a barba para se proteger do novo coronavírus,https://checamos.afp.com/autoridade-sanitaria-dos-eua-nao-recomendou-raspar-barba-para-se-proteger-do-novo-coronavirus,2020-03-06,"[""A autoridade sanitária dos Estados Unidos recomendou raspar a barba para se proteger do novo coronavírus""]",FR,BR,"[""PT""]","[""fr"",""us"",""pt"",""br""]",pt
"Non, les Comores n'ont pas donné 100 € à la Chine pour lutter contre le nouveau coronavirus",https://factuel.afp.com/non-les-comores-nont-pas-donne-100-eu-la-chine-pour-lutter-contre-le-nouveau-coronavirus,2020-02-12,"[""Les Comores ont donné 100€ à la chine pour combattre le nouveau coronavirus""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""cn"",""fr"",""km""]",fr
Harita Türkiye'deki ilk koronavirüs vakasının Kayseri'de olduğunu göstermiyor,https://teyit.org/harita-turkiyedeki-ilk-koronavirus-vakasinin-kayseride-oldugunu-gostermiyor/,2020-03-11,"[""İDDİA: John Hopkins haritası, Türkiye’de ilk koronavirüs vakasının Kayseri’de görüldüğünü gösteriyor.""]",TR,TR,[],"[""cn"",""us"",""tw"",""fr"",""ca"",""au"",""tr"",""eg""]",tr
"No, this video doesn't show people infected with Coronavirus in China screaming for help",https://www.altnews.in/no-this-video-doesnt-show-people-infected-with-coronavirus-china-screaming-for-help/,2020-02-11,"[""People from Wuhan can be heard begging for life from their homes""]",IN,IN,[],"[""in""]",hi
No te creas el montaje de una supuesta noticia sobre un caso de coronavirus en Andorra | Newtral,https://www.newtral.es/no-te-creas-el-montaje-de-una-supuesta-noticia-sobre-un-caso-de-coronavirus-en-andorra/20200210/,2020-02-11,"[""El montaje de una supuesta noticia sobre un caso de coronavirus en Andorra""]",ES,ES,[],"[""us"",""es"",""ad"",""cn""]",es
هذا المقطع قديم والصين لم تقض على كورونا المستجدّ بعد,https://factcheck.afp.com/ar/CHINE%20CELEBRE%203-20,2020-03-17,"[""الصين تحتفل بالقضاء على كورونا""]",FR,US,"[""CA"",""IN"",""AU""]","[""eg"",""sa"",""dz"",""ma""]",ar
This photo does not show the pilot who tested positive after visiting a cricket game in Sri Lanka,https://factcheck.afp.com/photo-does-not-show-pilot-who-tested-positive-after-visiting-cricket-game-sri-lanka,2020-03-20,"[""Picture shows Sri Lankan pilot tested positive for COVID-19""]",FR,US,"[""CA"",""IN"",""AU""]","[""in"",""sg"",""lk""]",en
"The WHO has not labelled coronavirus a plague and the virus has not killed 75,000 people",https://www.aap.com.au/the-who-has-not-labelled-coronavirus-a-plague-and-the-virus-has-not-killed-75000-people/,2020-02-12,"[""As cases of the 2019 Novel Coronavirus continue to climb, information on the number of people infected and the World Health Organisation’s (WHO) response to the outbreak continues to spread on social media.""]",AU,AU,[],"[""au""]",en
آنچه درباره ویروس کرونا می‌دانیم…,https://factnameh.com/articles/2020-02-01-coronavirus-faq.html,2020-02-01,"[""آنچه درباره ویروس کرونا می‌دانیم…""]",CA,IR,[],"[""ir""]",fa
फ़ैक्ट-चेक : कोरोना वायरस से ग्रसित लोगों को रास्ते से अरैस्ट कर रही है चीन की पुलिस?,https://www.altnews.in/hindi/mock-drill-video-of-chinese-swat-team-tackling-coronavirus-victim-viral-as-real/,2020-03-01,"[""चीन की SWAT टीम कोरोना वायरस से ग्रसित लोगों से ऐसे करती है व्यव्हार""]",IN,IN,[],"[""in""]",hi
Fact Check: Viral message of Chennai veggies markets shutting due to coronavirus is a hoax,https://www.indiatoday.in/fact-check/story/fact-check-viral-message-of-chennai-veggies-markets-shutting-due-to-coronavirus-is-a-hoax-1657146-2020-03-18,2020-03-18,"[""Chennai municipal corporation has asked all vegetable and fruit markets to shut.""]",IN,IN,[],"[""in""]",en
No se ha confirmado caso de covid-19 en hospital San Rafael de Bogotá,https://colombiacheck.com/chequeos/no-se-ha-confirmado-caso-de-covid-19-en-hospital-san-rafael-de-bogota?page=10,2020-03-01,"[""Se confirmó primer caso de coronavirus en Bogotá en hospital San Rafael""]",CO,CO,[],"[""co""]",es
Fact Check: Do not trust this viral remedy of using hairdryer to cure coronavirus,https://www.indiatoday.in/fact-check/story/coronavirus-home-remedies-hairdryer-hot-air-application-true-false-1656975-2020-03-18,2020-03-18,"[""Hot air application through hairdryer will beat coronavirus.""]",IN,IN,[],"[""in""]",en
Fact Check: Is there a cure for coronavirus yet?,https://guardian.ng/news/fact-check-is-there-a-cure-for-coronavirus-yet/,2020-03-02,"[""Claim that a cure for the novel coronavirus (COVID-19) has been found.""]",NG,NG,[],"[""ng"",""cn"",""vn""]",en
"Did a Washington, DC Priest Expose Hundreds of Churchgoers to...",https://www.truthorfiction.com/did-a-washington-dc-priest-expose-hundreds-of-churchgoers-to-coronavirus/,2020-03-10,"[""A Washington, DC clergyman tested positive for COVID-19, potentially exposing congregants.""]",US,US,[],"[""us""]",en
No hay evidencia de que ‘el coronavirus venga de un laboratorio biológico de Wuhan’,https://colombiacheck.com/index.php/chequeos/no-hay-evidencia-de-que-el-coronavirus-venga-de-un-laboratorio-biologico-de-wuhan,2020-03-20,"[""El coronavirus viene de un laboratorio biológico de Wuhan""]",CO,CO,[],"[""co"",""ad"",""us"",""cn""]",es
