title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
No hay evidencia científica sólida que indique que Ibuprofeno empeora el Coronavirus,https://www.colombiacheck.com/chequeos/no-hay-evidencia-cientifica-solida-que-indique-que-ibuprofeno-empeora-el-coronavirus?page=4,2020-03-18,"[""El ibuprofeno empeora el Coronavirus""]",CO,CO,[],"[""co""]",es
Viral post about someone’s uncle’s coronavirus advice is not all it’s cracked up to be,https://fullfact.org/online/coronavirus-claims-symptoms-viral/,2020-03-06,"[""If you have a runny nose and sputum, you have a common cold, not Covid-19."",""If someone with the new coronavirus sneezes, it travels about 10 feet before it drops to the ground and is no longer airborne"",""If it drops on a metal surface it will live for at least 12 hours - so if you come into contact with any metal surface - wash your hands as soon as you can with a bacterial soap."",""On fabric it can survive for 6-12 hours. normal laundry detergent will kill it."",""Drinking warm water is effective for all viruses. Try not to drink liquids with ice."",""Wash your hands frequently as the virus can only live on your hands for 5-10 minutes."",""You should also gargle as a prevention. A simple solution of salt in warm water will suffice."",""The symptoms of Covid-19 are that it first infects the throat, so you’ll have a sore throat lasting 3 or 4 days. The virus then blends into nasal fluid that enters the trachea and then the lungs causing pneumonia. This takes about 5 or 6 days. With pneumonia comes high fever and difficulty breathing"",""Coronavirus pneumonia is a dry cough with no runny nose."",""This new virus is not heat-resistant and will be killed by a temperature of just 26/27 degrees. It hates the Sun.""]",GB,GB,[],"[""gb""]",en
[Fakta atau Hoaks] Benarkah Virus Corona Bisa Menular Lewat Barang Impor dari Cina?,https://cekfakta.tempo.co/fakta/649/fakta-atau-hoaks-benarkah-virus-corona-bisa-menular-lewat-barang-impor-dari-cina,2020-03-03,"[""Virus Corona Covid-19 bisa menular lewat barang impor dari Cina""]",ID,ID,[],"[""id"",""my"",""cn""]",id
[Fakta atau Hoaks] Benarkah Produk Pembersih Dettol Bisa Membunuh Virus Corona Wuhan?,https://cekfakta.tempo.co/fakta/607/fakta-atau-hoaks-benarkah-produk-pembersih-dettol-bisa-membunuh-virus-corona-wuhan,2020-02-08,"[""Salah satu produk pembersih Dettol diklaim bisa membunuh virus Corona Wuhan""]",ID,ID,[],"[""id"",""cn"",""gb""]",id
"No, el gobierno chino no está matando a las personas enfermas de coronavirus que se niegan a ser evacuadas",https://colombiacheck.com/chequeos/no-el-gobierno-chino-no-esta-matando-las-personas-enfermas-de-coronavirus-que-se-niegan,2020-03-07,"[""Video muestra que gobierno chino está matando a personas con coronavirus""]",CO,CO,[],"[""co"",""us"",""cn""]",es
"Non, l’OMS n’envisage pas d’annuler le pèlerinage à La Mecque à cause du coronavirus",https://factuel.afp.com/non-loms-nenvisage-pas-dannuler-le-pelerinage-la-mecque-cause-du-coronavirus,2020-02-20,"[""Vers l'annulation du pèlerinage à la Mecque en raison du Coronavirus""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""id"",""ae"",""bj"",""ma"",""ch"",""sa"",""my"",""jp"",""ph"",""fr""]",fr
Did A Quarantined Australian Couple Have Wine Delivered By A Drone?,https://www.boomlive.in/world/did-a-quarantined-australian-couple-have-wine-delivered-by-a-drone-6974,2020-02-24,"[""Australian couple quarantined due to Coronavirus on cruise ship had wine delivered by a drone.""]",IN,IN,[],"[""in""]",en
Coronavírus tem 10 mil casos confirmados Brasil e 28 milhões no mundo #boato,https://www.boatos.org/saude/coronavirus-10-mil-casos-confirmados-brasil-28-milhoes-mundo.html,2020-01-27,"[""URGENTE: VÍRUS DA CHINA ( CORONAVÍRUS) 10 MIL INFECTADOS NO BRASIL ( NÚMERO É MAIOR) MÍDIA MENTE. Alerta máximo - Coronavírus - Pandemia Global - 28 milhões de infectados e 156 mil mortos""]",BR,BR,[],"[""br""]",pt
No hay evidencia de que ‘el coronavirus venga de un laboratorio biológico de Wuhan’,https://colombiacheck.com/chequeos/no-hay-evidencia-de-que-el-coronavirus-venga-de-un-laboratorio-biologico-de-wuhan,2020-03-20,"[""El coronavirus viene de un laboratorio biológico de Wuhan""]",CO,CO,[],"[""co"",""cn"",""us""]",es
China no pidió que una corte aprobara matar a 20.000 pacientes de coronavirus,https://www.colombiacheck.com/chequeos/china-no-pidio-que-una-corte-aprobara-matar-20000-pacientes-de-coronavirus?page=8,2020-03-01,"[""China espera aprobación para matar a 20.000 pacientes de coronavirus""]",CO,CO,[],"[""co""]",es
Nostradamus no predijo el coronavirus (Covid-19),https://colombiacheck.com/chequeos/nostradamus-no-predijo-el-coronavirus-covid-19?page=15,2020-03-16,"[""Nostradamus predijo el coronavirus Covid-19""]",CO,CO,[],"[""co""]",es
Donating Blood In The US Does Not Get You A Free COVID-19 Test,https://www.boomlive.in/world/coronavirus/donating-blood-in-the-us-does-not-get-you-a-free-covid-19-test-7239,2020-03-16,"[""Donating blood in the US will get you tested for the novel Coronavirus.""]",IN,IN,[],"[""in"",""us"",""cn""]",en
El coronavirus de Wuhan: epidemia mundial de bulos (VIII) | Newtral,https://www.newtral.es/coronavirus-de-wuhan-epidemia-mundial-de-bulos-viiii/20200314/,2020-03-14,"[""Buscan voluntarios para que se dejen infectar por 4.000 euros"",""Tweet de El Mundo que dice que el diputado de Unidas Podemos, Pablo Echenique, se encuentra ingresado de urgencia en la UCI» tras dar positivo en coronavirus"",""Los alumnos tendrán un aprobado general por el coronavirus""]",ES,ES,[],"[""cn"",""es""]",es
"Nos preguntáis por la tabla que compara los síntomas del coronavirus, la gripe y el resfriado | Newtral",https://www.newtral.es/nos-preguntais-por-la-tabla-que-compara-los-sintomas-del-coronavirus-la-gripe-y-el-resfriado/20200314/,2020-03-14,"[""La tabla que compara los síntomas del coronavirus, la gripe y el resfriado""]",ES,ES,[],"[""es""]",es
Cropped Aaj Tak Video Used To Spread Misinformation On Coronavirus,https://www.boomlive.in/fake-news/cropped-aaj-tak-video-used-to-spread-misinformation-on-coronavirus-7164,2020-03-09,"[""Video shows reciting Namaaz and Quran can only be the treatment of pandemic COVID-19.""]",IN,IN,[],"[""in"",""cn"",""my""]",en
La foto muestra a médicos chinos que viajaron a Italia para ayudar en el combate al nuevo coronavirus,https://factual.afp.com/la-foto-muestra-medicos-chinos-que-viajaron-italia-para-ayudar-en-el-combate-al-nuevo-coronavirus,2020-03-19,"[""Médicos chinos y cubanos llegaron a Italia para combatir al coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""fr"",""ad"",""it"",""uy"",""cn"",""cu"",""pe""]",es
[SALAH] “Saking takutnya dengan virus corona Orang Cina Islam yang sholat arahnya kemana mana”,https://cekfakta.com/focus/3578,2020-02-11,"[""[SALAH] “Saking takutnya dengan virus corona Orang Cina Islam yang sholat arahnya kemana mana”""]",ID,ID,[],"[""id""]",id
"AMLO sí dijo “hay que abrazarse”, pero antes de que la OMS declarara pandemia al nuevo coronavirus",https://factual.afp.com/amlo-si-dijo-hay-que-abrazarse-pero-antes-de-que-la-oms-declarara-pandemia-al-nuevo-coronavirus,2020-03-19,"[""AMLO recomendó abrazarse tras declaración de pandemia del coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""pe"",""cl"",""sv"",""do"",""pr"",""py"",""ni"",""ec"",""bo"",""cu"",""mx"",""ve"",""uy"",""ar"",""co"",""es"",""pa"",""hn"",""gt"",""ad"",""gq"",""fr"",""cr""]",es
Audio de Rodolfo Llinás con recomendaciones sobre el Covid-19 es falso,https://colombiacheck.com/chequeos/audio-de-rodolfo-llinas-con-recomendaciones-sobre-el-covid-19-es-falso?page=17,2020-03-19,"[""Recomendaciones de Rodolfo Llinás para identificar el coronavirus""]",CO,CO,[],"[""co""]",es
El Sabueso No hay patente del nuevo coronavirus y Bill Gates tampoco es su dueño,https://www.animalpolitico.com/elsabueso/patentes-nuevo-coronavirus-bill-gates/,2020-02-01,"[""La patente del coronavirus es propiedad de Estados Unidos""]",MX,MX,[],"[""cn"",""mx"",""us""]",es
Was the vaccine for the new coronavirus found?,https://teyit.org/en/was-the-vaccine-for-the-new-coronavirus-found/,2020-03-04,"[""CLAIM: Chinese ambassador to Russia explained that the vaccine for new coronavirus (Covid-19) was found.""]",TR,TR,[],"[""tr""]",en
"No, comerciante de El Hueco no está internado en hospital de Medellín ‘con síntomas del coronavirus’",https://www.colombiacheck.com/chequeos/no-comerciante-de-el-hueco-no-esta-internado-en-hospital-de-medellin-con-sintomas-del,2020-02-29,"[""Comerciante de \""el Hueco\"" en Medellín tiene síntomas de Coronavirus""]",CO,CO,[],"[""co""]",es
Thai health experts say there is no evidence the 'green chiretta' herb can prevent the novel coronavirus,https://factcheck.afp.com/thai-health-experts-say-there-no-evidence-green-chiretta-herb-can-prevent-novel-coronavirus,2020-02-10,"[""herb cure coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""gb"",""my"",""th"",""cn"",""us"",""hk"",""in"",""sg""]",en
फैक्ट चेक: अफवाह है करेले का जूस पीने से कोरोना वायरस नष्ट करने की बात,https://aajtak.intoday.in/story/fact-check-rumored-corona-virus-destroyed-drinking-bitter-gourd-juice-1-1172858.html,2020-03-19,"[""वैज्ञानिकों ने करेले का जूस पीने से कोरोना वायरस के इलाज की बात कही है.""]",IN,IN,[],"[""in""]",hi
सऊदी अरब का पुराना वीडियो चीन में 20 लाख लोगों के इस्लाम अपनाने के दावे से शेयर,https://www.altnews.in/hindi/old-video-from-saudi-arabia-viral-as-20-lakh-people-convert-to-islam-in-china/,2020-03-12,"[""कोरोना वायरस से बचने के लिए चीन में 20 लाख लोगों के इस्लाम अपनाया""]",IN,IN,[],"[""in""]",hi
Gargling Water With Salt Won't 'Eliminate' Coronavirus,https://www.factcheck.org/2020/03/gargling-water-with-salt-wont-eliminate-coronavirus/,2020-03-16,"[""\""Gargling with warm water & salt or vinegar eliminates\"" the coronavirus.""]",US,US,[],"[""us""]",en
Australian hardware store Bunnings said this was an ‘isolated’ case and admit they 'got it wrong',https://factcheck.afp.com/australian-hardware-store-bunnings-said-was-isolated-case-and-admit-they-got-it-wrong,2020-03-19,"[""Australia store inflates price of toilet paper amid coronavirus panic buying""]",FR,US,"[""CA"",""IN"",""AU""]","[""au""]",en
Fact-checking Donald Trump's Fox News town hall in Scranton,https://www.politifact.com/article/2020/mar/06/fact-checking-donald-trumps-fox-news-town-hall-scr/,2020-03-07,"[""Says the administration has been “given tremendous marks” for its coronavirus response. “You look at Gallup poll, you look at other polls, for the way we have handled it.”""]",US,US,[],"[""us""]",en
The video shows a police drill in China during the novel coronavirus epidemic,https://factcheck.afp.com/video-shows-police-drill-china-during-novel-coronavirus-epidemic,2020-03-03,"[""Policía china detiene a un hombre con coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""sg"",""in"",""cn"",""us"",""hk""]",en
This photo has circulated online since 2017 -- over two years before the novel coronavirus outbreak,https://factcheck.afp.com/photo-has-circulated-online-2017-over-two-years-novel-coronavirus-outbreak,2020-03-17,"[""This photo shows panic buyers snatching up everything except for vegan food""]",FR,US,"[""CA"",""IN"",""AU""]","[""ca"",""bh"",""ag"",""zm"",""hk"",""gb"",""gh"",""zw"",""om"",""ph"",""lk"",""my"",""au"",""ae"",""ke"",""tt"",""rw"",""sg"",""fr"",""ie"",""ug"",""qa"",""pk"",""bw"",""lb"",""us"",""nz"",""af"",""lr"",""in"",""jm"",""et"",""bb"",""za"",""kw"",""ng"",""bd"",""na"",""ls"",""mw"",""sz""]",en
2014 image from Germany is being shared as 'Coronavirus victims in China',https://factly.in/2014-image-from-germany-is-being-shared-as-coronavirus-victims-in-china/,2020-02-04,"[""Coronavirus victims in China.""]",IN,IN,[],"[""in""]",en
"Coronavirus की वजह से देश के 4 राज्यों में छुट्टी की घोषणा? नहीं, यह नोटिस फर्जी है",https://navbharattimes.indiatimes.com/viral-adda/fake-news-buster/memorandum-regarding-declaration-of-holidays-in-states-in-wake-of-coronavirus-is-fake-37916/,2020-03-14,"[""Coronavirus की वजह से देश के 4 राज्यों में छुट्टी की घोषणा? नहीं, यह नोटिस फर्जी है""]",IN,IN,[],"[""in""]",hi
False: This Video Does Not Show Effects Of Coronavirus,https://www.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6685,2020-01-28,"[""Video Shows Effects Of Coronavirus""]",IN,IN,[],"[""in""]",en
"The book 'End of Days' described an illness in 2020, but not 'Wuhan-400'",https://www.politifact.com/factchecks/2020/feb/26/viral-image/book-end-days-described-illness-2020-not-wuhan-400/,2020-02-27,"[""The 2008 book “End of Days” predicted the current coronavirus outbreak.""]",US,US,[],"[""us""]",en
"Coronavirus : la liste des prétendus conseils ""simples et accessibles à tous"" à ne pas suivre",https://factuel.afp.com/coronavirus-la-liste-des-pretendus-conseils-simples-et-accessibles-tous-ne-pas-suivre,2020-03-11,"[""Les informations suivantes décrivent exactement ce qu'est le coronavirus""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""ci"",""cn"",""fr"",""us""]",fr
Laboratorieforsøk viser ikke at Ibux akselererer koronaviruset,https://www.faktisk.no/faktasjekker/qG1/laboratorieforsok-viser-ikke-at-ibux-akselererer-koronaviruset,2020-03-15,"[""Universitetsklinikken i Wien [har gjort forsøk] som viser at Ibux akselererer utviklingen av [korona]viruset""]",NO,NO,[],"[""at"",""no""]",no
Is This 'Good News' List About the COVID-19 Pandemic Accurate?,https://www.snopes.com/fact-check/covid-good-news-list-accurate/,2020-03-19,"[""A viral list notes numerous \""good news\"" items related to the fight against the COVID-19 coronavirus disease pandemic.""]",US,US,[],"[""kr"",""sg"",""ca"",""nl"",""in"",""cn"",""us""]",en
"No, this video shows a market selling wild animals in Indonesia’s Sulawesi island",https://periksafakta.afp.com/ar/node/7791,2020-02-06,"[""Market in Wuhan where coronavirus originated""]",FR,ID,"[""MY"",""AU"",""TH"",""HK""]","[""fr""]",fr
"No, no hay un 'puticlub' en España con 86 casos de coronavirus",https://colombiacheck.com/index.php/chequeos/no-no-hay-un-puticlub-en-espana-con-86-casos-de-coronavirus,2020-03-04,"[""En cuarentena Puticlub con 86 clientes tras positivo en Coronavirus""]",CO,CO,[],"[""co"",""es""]",es
False news site publishes unproven story about Florida coronavirus patients,https://www.politifact.com/factchecks/2020/mar/02/yourcontent/false-news-site-publishes-unproven-story-about-flo/,2020-03-03,"[""“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”""]",US,US,[],"[""us""]",en
Documentos que alertan sobre el coronavirus y parecen oficiales pero están manipulados | Newtral,https://www.newtral.es/coronavirus-documentos-oficiales-manipulados-bulos/20200320/,2020-03-20,"[""La carta de Sanidad que recomienda no traer productos de China"",""Unicef aconseja evitar el consumo de helados para prevenir el coronavirus"",""El Gobierno anuncia como nueva medida el aprobado general"",""La Policía Nacional puede entrar libremente a las casas de Málaga para identificar a infectados de Covid-19"",""El comunicado de la Generalitat Valenciana que anuncia que el curso se alarga hasta el 31 de julio""]",ES,ES,[],"[""cn"",""es""]",es
هل تحدّث صدام حسين عن تهديد أمريكا له بفيروس كورونا ؟,https://fatabyyano.net/%D9%87%D9%84-%D8%AA%D8%AD%D8%AF%D9%91%D8%AB-%D8%B5%D8%AF%D8%A7%D9%85-%D8%AD%D8%B3%D9%8A%D9%86-%D8%B9%D9%86-%D8%AA%D9%87%D8%AF%D9%8A%D8%AF-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%84%D9%87-%D8%A8%D9%81/?utm_source=rss&utm_medium=rss&utm_campaign=%25d9%2587%25d9%2584-%25d8%25aa%25d8%25ad%25d8%25af%25d9%2591%25d8%25ab-%25d8%25b5%25d8%25af%25d8%25a7%25d9%2585-%25d8%25ad%25d8%25b3%25d9%258a%25d9%2586-%25d8%25b9%25d9%2586-%25d8%25aa%25d9%2587%25d8%25af%25d9%258a%25d8%25af-%25d8%25a3%25d9%2585%25d8%25b1%25d9%258a%25d9%2583%25d8%25a7-%25d9%2584%25d9%2587-%25d8%25a8%25d9%2581,2020-03-10,"[""الرئيس صدام حسين يتحدث عن تهديد الامريكان له بفيروس كورونا""]",JO,JO,[],"[""sa"",""iq"",""jo"",""eg""]",ar
Empresa de Bill Gates é a dona da patente do novo coronavírus #boato,https://www.boatos.org/saude/bill-gates-dono-patente-coronavirus.html,2020-02-08,"[""A PATENTE DA VACINA CONTRA CORONA VIRUS PERTENCE À BILL GATES ! \""CORONAVIRUS CHEGA AO BRASIL PATENTEADO POR BILL GATES?\"".""]",BR,BR,[],"[""br""]",pt
[Fakta atau Hoaks] Benarkah Salam Kaki Mulai Dipakai di Iran untuk Hindari Penyebaran Virus Corona?,https://cekfakta.tempo.co/fakta/655/fakta-atau-hoaks-benarkah-salam-kaki-mulai-dipakai-di-iran-untuk-hindari-penyebaran-virus-corona,2020-03-05,"[""Salam kaki mulai dipakai di Iran untuk menghindari penyebaran virus Corona Covid-19""]",ID,ID,[],"[""qa"",""ir"",""id"",""gb"",""nz"",""us""]",id
Coronavirus is NOT a Function of Corruption!,https://dubawa.org/coronavirus-is-not-a-function-of-corruption/,2020-02-20,"[""Ibrahim Magu attributed corruption as the reason for Coronavirus.""]",NG,NG,"[""GH""]","[""ng""]",en
This video shows Chinese medical scientist Zhong Nanshan visiting a hospital in 2016,https://factcheck.afp.com/video-shows-chinese-medical-scientist-zhong-nanshan-visiting-hospital-2016,2020-02-26,"[""Top Chinese scientist visited Wuhan doctor before he died of coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""us"",""sg""]",en
Video of parasite removal from a person's lip falsely linked with Coronavirus,https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,2020-01-30,"[""Corona virus video of worm removed from lipq""]",IN,IN,[],"[""in""]",en
Chloroquine Does NOT Cure Coronavirus!,https://dubawa.org/chloroquine-does-not-cure-coronavirus/,2020-02-22,"[""Social media posts claim Chloroquine, an antimalarial drug can cure #COVID19.""]",NG,NG,"[""GH""]","[""ng""]",en
"No, the CDC isn't recommending men shave their beards to protect against the coronavirus",https://www.politifact.com/factchecks/2020/feb/27/facebook-posts/no-cdc-isnt-recommending-men-shave-their-beard-pro/,2020-02-28,"[""Says the CDC recommends men shave their beards to protect against coronavirus.""]",US,US,[],"[""us""]",en
"No, Amul will not shut its milk chilling centres from March 21 due to coronavirus",https://www.altnews.in/no-amul-will-not-shut-its-milk-chilling-centres-from-march-21-due-to-coronavirus/,2020-03-19,"[""Amul will shut down its chilling centres from March 21""]",IN,IN,[],"[""in""]",en
Iran's Immunity from the Coronavirus? Kiss a Holy Tomb,https://www.polygraph.info/a/iran-coronavirus-fact-check/30477840.html,2020-03-10,"[""“In sacred places like this, there is no room for viruses, germs or diseases.”""]",US,US,"[""RU""]","[""us"",""ir"",""ru""]",en
क्या वीडियो में चीनी पुलिसकर्मी कोरोनावायरस के मरीज़ों को मार रहे हैं? फ़ैक्ट चेक,https://hindi.boomlive.in/fake-news/video-shows-chinese-policemen-killing-coronavirus-patients-factcheck-6890,2020-02-15,"[""वुहान पुलिस कोरोनावायरस से ग्रसित लोगों को गोली मार रहे हैं""]",IN,IN,[],"[""in""]",hi
এই বইগুলি কি করোনাভাইরাসের প্রকোপের ব্যাপারে ভবিষ্যৎ বাণী করেছিল?,https://bangla.boomlive.in/fake-news/did-these-books-predict-the-coronavirus-outbreak-7247,2020-03-17,"[""ডিন কুনজ-এর লেখা “দ্য আইজ অফ ডার্কনেস” এবং সিলভিয়া ব্রাউনের লেখা “এন্ড অফ ডেজ” বই করোনাভাইরাস (কোভিড-১৯) নিয়ে ভবিষ্যৎ বাণী করেছিল""]",IN,IN,[],"[""in"",""bd""]",bn
Experto israelí no relacionó el coronavirus con armas biológicas,https://www.colombiacheck.com/chequeos/experto-israeli-no-conecto-el-coronavirus-con-armas-biologicas,2020-02-29,"[""Dany Shoham relacionó coronavirus con desarrollo de armas biológicas""]",CO,CO,[],"[""co""]",es
Cjepivo protiv koronavirusa nije nastalo prije same bolesti - Faktograf.hr,https://faktograf.hr/2020/03/04/koronavirus-cjepivo-razvoj-who-nhs/,2020-03-05,"[""Cjepivo za Covid-19 nastalo je prije nego što se bolest proširila.""]",HR,HR,[],"[""hr""]",hr
Fact Check: कोरोनावायरस से जुड़ी यह प्रेस रिलीज़ PMO मलयेशिया की है भारत की नहीं,https://navbharattimes.indiatimes.com/viral-adda/fake-news-buster/press-release-shared-widely-on-whatsapp-is-from-pmo-malaysia-not-india-38152/,2020-03-19,"[""कोरोनावायरस से जुड़ी यह प्रेस रिलीज़ PMO मलयेशिया की है भारत की नहीं""]",IN,IN,[],"[""in""]",hi
Fact Check: There Is No Evidence That Homeopathy Drug Arsenic Album 30 Prevents Coronavirus,https://thelogicalindian.com/fact-check/ayush-ministry-coronavirus-20013,2020-03-06,"[""Homoeopathy drug Arsenicum album 30 Is a ‘prophylactic medicine’ for Coronavirus.""]",IN,IN,[],"[""in""]",en
"No, video no confirma caso de Coronavirus (Covid-19) en Cali",https://www.colombiacheck.com/index.php/chequeos/no-se-ha-confirmado-caso-de-coronavirus-covid-19-en-cali,2020-03-07,"[""Video prueba coronavirus en Cali""]",CO,CO,[],"[""co"",""cn"",""ru"",""kr""]",es
Philippine health chief dismisses 'ridiculous' hoax that novel coronavirus is a type of rabies,https://factcheck.afp.com/philippine-health-chief-dismisses-ridiculous-hoax-novel-coronavirus-type-rabies,2020-01-30,"[""Coronavirus is a type of rabies""]",FR,US,"[""CA"",""IN"",""AU""]","[""ph"",""hk"",""us"",""cn""]",en
Verdades y falsedades sobre las formas de transmisión del nuevo coronavirus,https://factual.afp.com/verdades-y-falsedades-sobre-las-formas-de-transmision-del-nuevo-coronavirus,2020-02-28,"[""Estas son algunas formas de contagio del nuevo coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""co"",""jp"",""mx"",""es"",""sa"",""pe"",""ar"",""cn"",""uy"",""fr"",""ir"",""it"",""us""]",es
Coronavirus: El vídeo que dice mostrar imágenes del mercado de Wuhan está grabado en Indonesia | Newtral,https://www.newtral.es/coronavirus-el-video-que-dice-mostrar-imagenes-del-mercado-de-wuhan-esta-grabado-en-indonesia/20200128/,2020-01-28,"[""Coronavirus: vídeo del mercado de Wuhan""]",ES,ES,[],"[""cn"",""es"",""id""]",es
El ministerio de Sanidad no ha emitido ninguna “notificación de emergencia” sobre el coronavirus | Newtral,https://www.newtral.es/el-ministerio-de-sanidad-no-ha-emitido-ninguna-notificacion-de-emergencia-sobre-el-coronavirus/20200130/,2020-01-31,"[""El ministerio de Sanidad ha emitido una “notificación de emergencia” sobre el coronavirus""]",ES,ES,[],"[""es"",""cn""]",es
"No, tanque de Postobón no se infectó con coronavirus",https://colombiacheck.com/chequeos/no-tanque-de-postobon-no-se-infecto-con-coronavirus?page=2,2020-02-05,"[""Un tanque de Postobón se infectó con coronavirus""]",CO,CO,[],"[""co""]",es
Nostradamus no predijo el coronavirus (Covid-19),https://colombiacheck.com/chequeos/nostradamus-no-predijo-el-coronavirus-covid-19?page=5,2020-03-19,"[""Nostradamus predijo el coronavirus Covid-19""]",CO,CO,[],"[""co""]",es
"Repot tipu mendakwa China mencari kebenaran Mahkamah Agung untuk mencabut nyawa 20,000 pesakit koronavirus",https://semakanfakta.afp.com/repot-tipu-mendakwa-china-mencari-kebenaran-mahkamah-agung-untuk-mencabut-nyawa-20000-pesakit,2020-03-04,"[""Repot menunjukkan China mencari kebenaran Mahkamah Agung untuk mencabut nyawa 20,000 pesakit koronavirus""]",FR,MY,"[""IN"",""SG"",""ID"",""HK"",""PH"",""TH""]","[""my""]",ms
[SALAH] Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,https://cekfakta.com/focus/3605,2020-02-20,"[""[SALAH] Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta""]",ID,ID,[],"[""id""]",id
"No, comerciante de El Hueco no está internado en hospital de Medellín ‘con síntomas del coronavirus’",https://colombiacheck.com/chequeos/no-comerciante-de-el-hueco-no-esta-internado-en-hospital-de-medellin-con-sintomas-del?page=1,2020-01-28,"[""Comerciante de \""el Hueco\"" en Medellín tiene síntomas de Coronavirus""]",CO,CO,[],"[""co""]",es
Covid-19 : la France réalise-t-elle beaucoup moins de tests que les autres pays ?,https://www.liberation.fr/checknews/2020/03/07/covid-19-la-france-realise-t-elle-beaucoup-moins-de-tests-que-les-autres-pays_1780818,2020-03-07,"[""Un graphique sur les réseaux sociaux compare le nombre de tests réalisés dans chaque pays""]",FR,FR,[],"[""cn"",""fr"",""it"",""kr"",""gb"",""sg""]",fr
"Fact Check: Old, unrelated video of bats streaming out from a roof linked to coronavirus outbreak",https://www.indiatoday.in/fact-check/story/fact-check-old-unrelated-video-of-bats-streaming-out-from-a-roof-linked-to-coronavirus-outbreak-1646095-2020-02-13,2020-02-13,"[""Bats responsible for the outbreak of coronavirus originated from the rooftop of a house in Wuhan.""]",IN,IN,[],"[""in"",""cn"",""us""]",en
"Post makes false claims about coronavirus in foods, at train stations",https://factcheck.aap.com.au/social-media-claims/post-makes-false-claims-about-coronavirus-in-foods-at-train-stations,2020-01-29,"[""A Facebook post from January 27, 2020 claims coronavirus has contaminated a list of food products and that several Sydney train stations \""have shown positive readings to the virus\"".""]",AU,AU,[],"[""au""]",en
هل تحدّث صدام حسين عن تهديد أمريكا له بفيروس كورونا ؟,https://fatabyyano.net/%D9%87%D9%84-%D8%AA%D8%AD%D8%AF%D9%91%D8%AB-%D8%B5%D8%AF%D8%A7%D9%85-%D8%AD%D8%B3%D9%8A%D9%86-%D8%B9%D9%86-%D8%AA%D9%87%D8%AF%D9%8A%D8%AF-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%84%D9%87-%D8%A8%D9%81/,2020-03-09,"[""الرئيس صدام حسين يتحدث عن تهديد الامريكان له بفيروس كورونا""]",JO,JO,[],"[""iq"",""sa"",""jo"",""eg""]",ar
The story originated from a parody account; no driver is threatening to spread COVID-19 across Nigeria,https://factcheck.afp.com/story-originated-parody-account-no-driver-threatening-spread-covid-19-across-nigeria,2020-03-03,"[""MAN WHO DROVE WHITE MAN TO COMPANY IN OGUN STATE DIAGNOSED WITH CORONA VIRUS, RUNS AWAY FROM HOSPITAL AND THREATENS TO SPREAD THE VIRUS ALL OVER NIGERIA""]",FR,US,"[""CA"",""IN"",""AU""]","[""hk"",""ng"",""bj"",""us""]",en
Fact check: Panic buying in Germany? This video is 9 years old,https://www.indiatoday.in/fact-check/story/panic-buying-germany-viral-video-shopping-ration-aldi-store-1657875-2020-03-20,2020-03-20,"[""Coronavirus fears in Germany results in large crowds outside the supermarket.""]",IN,IN,[],"[""in"",""de""]",en
"সোয়াইন ফিভার ঠেকাতে শূকর নিধন, মিথ্যে করে বলা হল করোনা সংক্রমণ",https://bangla.boomlive.in/fake-news/videos-of-mass-culling-of-pigs-to-stop-swine-fever-falsely-linked-to-coronavirus-6826,2020-02-08,"[""ভিডিও দেখায় চীন সরকার শূকরদের জীবন্ত পুড়িয়ে দিচ্ছে করোনাভাইরাস থামাতে""]",IN,IN,[],"[""in"",""bd""]",bn
Asterix previu a chegada do coronavírus em livro de 1981 #boato,https://www.boatos.org/entretenimento/asterix-previu-chegada-coronavirus-livro-1981.html,2020-03-05,"[""“Partilhado da amiga Teresa Martins. O nome do cocheiro romano do Asterix chamava se CORONAVIRUS e ja usavs mascara. A edição do livro é de 1981”.""]",BR,BR,[],"[""br""]",pt
Fact-checking Rush Limbaugh's misleading claim that the new coronavirus is “the common cold”,https://www.politifact.com/factchecks/2020/feb/27/rush-limbaugh/fact-checking-rush-limbaughs-misleading-claim-new-/,2020-02-28,"[""“The coronavirus is the common cold, folks.”""]",US,US,[],"[""us"",""ca"",""cn""]",en
